"","TCAD.or.WCAD.Property.ID..s.","Duct.System.1...Type","Duct.System.1...RValue","Duct.System.1...Return.Sizing","Duct.System.1.....Leakage","System.1...Location.Air.Handler","System.1...Air.Handler.Type","System.1...Age..years.","System.1...sqft.ton","Water.Heater...Fuel.Type","Water.Heating...Tank.Type","Toilet.Type","Programmable.Thermostat.Present","Window.Screen.Area.Recommended..sqft.","Furnace...Fuel.Type","Attic.R.Value","Recommended.Additional.R.Value","Year.Built","Bedrooms","Conditioned..sqft.","Attic..sqft.","Home_Type","Lat","Long","set","NeedsDuctFixed"
"193","240706","Sheet_Metal",4,"Adequate",5.1,"Closet","Up Flow",19,537,"Gas","Tank","Standard","Y",91,"Gas",14,24,1973,3,2148,1300,"Single Family",30.3540536850005,-97.6746349099997,"train","0"
"194","326312","Grey_Flex",6,"Adequate",15,"Closet","Up Flow",15,522,"Gas","Tank","Water_Saving","Y",0,"Gas",17.6,21,1984,3,1566,560,"Single Family",30.2085466020005,-97.8476202949997,"train","0"
"196","342565","Mylar_Flex",6,"Adequate",8.9,"Attic","Horizontal",20,520,"Elec","Tank","Water_Saving","N",60,"Elec",30,8,1995,3,1309,0,"Duplex",30.1816166810004,-97.8347161539997,"train","0"
"197","284961","Mylar_Flex",8,"Adequate",34,"Garage","Up Flow",6,482,"Elec","Tank","Standard","N",0,"Gas",6,32,1964,3,1449,1400,"Duplex",30.2403349700004,-97.7324127779997,"train","1"
"198","216586","Mylar_Flex",6,"Adequate",9.8,"Closet","Up Flow",8,518,"Gas","Tank","Standard","Y",0,"Gas",38,0,1954,3,1295,1100,"Single Family",30.3077847260005,-97.6966826949997,"train","0"
"199","501211","Sheet_Metal",2,"Inadequate",14,"Closet","Up Flow",9,601,"Elec","Tank","Water_Saving","Y",54,"Elec",18,20,1972,3,2105,1725,"Single Family",30.3785200330005,-97.6642109219997,"train","0"
"200","304496","Duct_Board",4,"Inadequate",8,"Garage","Up Flow",11,499,"Gas","Tank","Standard","N",84,"Gas",18,20,1975,3,1496,1221,"Single Family",30.2488852220005,-97.8263921229997,"train","0"
"201","457883","Mylar_Flex",6,"Adequate",11,"Attic","Horizontal",11,578,"Elec","Tank","Water_Saving","Y",0,"Elec",30,0,2002,4,3466,2252,"Single Family",30.4055731320005,-97.7763756919997,"train","0"
"202","222122","Sheet_Metal",6,"Adequate",20,"Closet","Up Flow",9,567,"Elec","Tank","Water_Saving","Y",0,"Gas",25,0,1955,3,1418,1418,"Single Family",30.3129949430005,-97.6996306899997,"test","0"
"203","138570","Mylar_Flex",6,"Adequate",9,"Attic","Horizontal",6,458,"Gas","Tank","Water_Saving","Y",30,"Elec",28,10,1966,5,3057,3057,"Single Family",30.3599840230004,-97.7722788189997,"train","0"
"204","211750","Mylar_Flex",6,"Adequate",9.7,"Attic","Horizontal",6,451,"Elec","Tank","Water_Saving","Y",45,"Elec",35,3,1940,2,1129,0,"Single Family",30.2952359060005,-97.7220480089996,"train","0"
"206","372320","Mylar_Flex",6,"Adequate",12.5,"Garage","Up Flow",16,599,"Elec","Tank","Water_Saving","Y",0,"Elec",38,0,1998,3,1797,1687,"Single Family",30.2272342150005,-97.8660852399997,"train","0"
"208","510777","Sheet_Metal",5,"Adequate",25,"Closet","Up Flow",5,557,"Gas","Tank","Water_Saving","Y",110,"Gas",15,23,1971,4,1952,1650,"Single Family",30.2199974730005,-97.8087586339997,"test","0"
"209","264701","Mylar_Flex",5,"Adequate",25,"Closet","Up Flow",20,495,"Gas","Tank","Water_Saving","N",20,"Gas",15,23,1983,2,990,800,"Duplex",30.4136946280005,-97.6988454269997,"train","0"
"210","504637","Mylar_Flex",5,"Adequate",19,"Closet","Up Flow",6,595,"Gas","Tank","Water_Saving","Y",25,"Gas",30,8,1980,3,2084,1000,"Single Family",30.4156441660004,-97.7280719169997,"train","0"
"211","220141","Mylar_Flex",3,"Adequate",33.2,"Closet","Down Flow",8,617.5,"Elec","Tank","Standard","N",178,"Elec",31.5,6.5,1950,3,1235,983,"Single Family",30.3125768470005,-97.7249261249997,"train","1"
"212","223539","Sheet_Metal",2,"Adequate",7.1,"Closet","Up Flow",10,432,"Gas","Tank","Water_Saving","Y",83,"Gas",16,23,1957,3,1080,1080,"Single Family",30.3160874370005,-97.6862290959997,"train","0"
"213","112017","Sheet_Metal",4,"Adequate",9,"Closet","Up Flow",19,429,"Elec","Tank","Standard","Y",165,"Elec",28,0,1924,4,5099,1200,"Single Family",30.2818603690005,-97.7490004339997,"train","0"
"214","234057","Sheet_Metal",2,"Inadequate",19.7,"Closet","Up Flow",9,405,"Elec","Tank","Standard","Y",45,"Gas",23,15,1959,3,1420,1420,"Single Family",30.3379859840005,-97.7083574189997,"test","0"
"215","218553","Grey_Flex",4,"Adequate",12,"Closet","Up Flow",9,540,"Elec","Tankless","Water_Saving","N",114,"Gas",13,25,1955,3,1080,0,"Single Family",30.3071107960005,-97.7002217109997,"train","0"
"219","122672","Grey_Flex",8,"Adequate",9,"Attic","Horizontal",3,450,"Gas","Tank","Standard","N",245,"Gas",0,0,1987,5,5059,1800,"Single Family",30.3201049540004,-97.8298162509997,"train","0"
"220","375538","Mylar_Flex",7,"Adequate",10,"Attic","Horizontal",7,524,"Gas","Tank","Water_Saving","Y",331,"Gas",26,12,1995,4,3428,1500,"Single Family",30.3751574940005,-97.8912622349997,"test","0"
"221","365655","Mylar_Flex",6,"Adequate",20,"Attic","Horizontal",15,617,"Elec","Tank","Water_Saving","Y",0,"Elec",38,0,1999,4,2255,1542,"Single Family",30.2560651130005,-97.8354729909997,"train","0"
"225","216639","Grey_Flex",4,"Inadequate",10,"Garage","Up Flow",8,570,"Gas","Tank","Water_Saving","Y",0,"Gas",6,32,1967,4,1710,1710,"Single Family",30.3060969420005,-97.6933071269997,"test","0"
"226","231618","Mylar_Flex",4,"Inadequate",19,"Closet","Up Flow",10,474,"Gas","Tank","Standard","Y",60,"Gas",18,20,1954,3,1659,1060,"Single Family",30.3360696100004,-97.7437404709997,"train","0"
"227","221508","Sheet_Metal",6,"Adequate",12,"","Horizontal",11,580,"Elec","Tank","Water_Saving","N",201,"Elec",0,38,1939,2,1168,1168,"Single Family",30.3150238360005,-97.7226354769997,"train","0"
"229","340264","Mylar_Flex",8,"Adequate",14,"Closet","Up Flow",19,621,"Gas","Tank","Water_Saving","Y",0,"Gas",30,8,1995,4,2484,2484,"Single Family",30.1871170790005,-97.8443856729997,"train","0"
"230","332666","Duct_Board",2.6,"Inadequate",44.7,"Garage","Up Flow",10,490.8,"Elec","Tank","Water_Saving","Y",93,"Elec",22,0,1974,3,1227,727,"Single Family",30.1984056870004,-97.7952421519997,"train","1"
"231","370127","Mylar_Flex",6,"Inadequate",9.4,"Attic","Horizontal",6,485,"Elec","Tank","Water_Saving","Y",0,"Elec",22,16,1996,3,2428,0,"Single Family",30.4278755640005,-97.6914487889997,"train","0"
"232","R050362","Grey_Flex",5,"Adequate",17.1,"Attic","Horizontal",5,500,"Gas","Tank","Standard","Y",299,"Gas",9,29,1987,3,2176,1200,"Single Family",30.4500631090004,-97.7658320779997,"train","0"
"233","505550","Mylar_Flex",5,"Adequate",16,"Closet","Up Flow",9,473,"Gas","Tank","Water_Saving","Y",30,"Gas",13,25,1982,3,1657,800,"Single Family",30.4247960990004,-97.7068840139997,"train","0"
"235","501867","Sheet_Metal",4,"Adequate",14.8,"Closet","Up Flow",20,516,"Elec","Tank","Water_Saving","Y",127,"Gas",32,0,1954,3,1550,1550,"Single Family",30.3825861110005,-97.6811835109997,"train","0"
"236","136943","Sheet_Metal",6,"Adequate",9,"Closet","Up Flow",2,365,"Gas","Tank","Water_Saving","Y",0,"Gas",38,0,1970,4,1192,912,"Single Family",30.3640335200005,-97.9509659519996,"train","0"
"237","251693","Sheet_Metal",5,"Adequate",30,"Closet","Up Flow",8,425,"Gas","Tank","Water_Saving","N",0,"Gas",15,23,1972,2,850,700,"Duplex",30.3773273330004,-97.7097633129997,"train","1"
"238","476810","Mylar_Flex",6,"Inadequate",15,"Attic","Horizontal",6,417,"Elec","Tank","Water_Saving","Y",13,"Elec",15,23,1998,2,1668,800,"Condo",30.3068064030005,-97.7463710449996,"train","0"
"239","269154","Duct_Board",6,"Adequate",27,"Closet","Up Flow",6,470,"Gas","Tank","Standard","Y",0,"Gas",23,0,1988,3,1178,1178,"Single Family",30.4204682660005,-97.6866282419997,"test","1"
"240","373771","Mylar_Flex",6,"Adequate",6,"Attic","Horizontal",18,500,"Elec","Tank","Water_Saving","Y",0,"Elec",38,0,1996,3,3150,3150,"Single Family",30.1413822890005,-97.7811867629997,"train","0"
"241","212750","Sheet_Metal",4,"Adequate",9.8,"Attic","Horizontal",7,510,"Elec","Tank","Standard","Y",0,"Gas",16,0,1919,3,1533,100,"Single Family",30.2993458070005,-97.7409879029997,"test","0"
"242","261470","Sheet_Metal",2,"Inadequate",16,"Closet","Up Flow",19,425,"Elec","Tank","Standard","Y",134,"Elec",8.8,30,1976,3,1700,1332,"Single Family",30.4046232350005,-97.7332548929997,"test","0"
"243","207300","Mylar_Flex",6,"",28,"Closet","Up Flow",1,499,"Gas","Tank","Water_Saving","Y",63,"Gas",24,14,1958,3,1248,1248,"Single Family",30.2891243530005,-97.7152352859997,"train","1"
"247","318048","Mylar_Flex",4,"Adequate",12,"Closet","Up Flow",16,562,"Elec","Tank","Water_Saving","Y",0,"Gas",25,0,1980,3,1406,1156,"Single Family",30.2237733710004,-97.8581046889997,"train","0"
"248","323379","Mylar_Flex",6,"Adequate",18,"Closet","Up Flow",16,565,"Elec","Tank","Water_Saving","Y",30,"Gas",22,16,1967,3,1700,1700,"Single Family",30.2093354180005,-97.7989623829997,"train","0"
"250","164072","Mylar_Flex",4,"Adequate",23,"Closet","Up Flow",17,469,"Gas","Tank","Water_Saving","N",0,"Gas",13,25,1979,3,1641,1641,"Single Family",30.4212369480005,-97.7700959519997,"test","0"
"251","330300","Duct_Board",2,"Adequate",39,"Closet","Up Flow",6,444,"Gas","Tank","Water_Saving","N",80,"Gas",15,23,1976,2,888,888,"Duplex",30.2002083590004,-97.8051284189997,"train","1"
"254","125087","Duct_Board",4,"Adequate",7,"","Horizontal",10,460,"Elec","Tank","Standard","N",0,"Elec",18,20,1984,3,2530,1930,"Single Family",30.3299071270005,-97.8045066029997,"train","0"
"255","308029","Mylar_Flex",6,"Adequate",32,"Attic","Horizontal",8,592,"Gas","Tank","Water_Saving","Y",125,"Elec",0,0,1941,2,1184,1158,"Single Family",30.2308644300005,-97.7827051769997,"test","1"
"257","461754","Duct_Board",4,"Adequate",12,"Attic","Horizontal",16,480,"Elec","Tank","Standard","Y",34,"Elec",12,26,1974,4,2883,2000,"Single Family",30.4227174600005,-97.7334704549997,"test","0"
"258","504393","Mylar_Flex",6,"Adequate",12,"Attic","Horizontal",23,530,"Gas","Tank","Water_Saving","Y",0,"Gas",18,20,1991,3,2365,1102,"Single Family",30.4169245130005,-97.7333555679997,"train","0"
"260","241116","Sheet_Metal",2,"Inadequate",19,"Closet","Up Flow",6,442,"Gas","Tank","Water_Saving","Y",30,"Gas",38,0,1963,3,1548,1548,"Single Family",30.3561560120004,-97.7420088639997,"train","0"
"261","260561","Grey_Flex",6,"Adequate",22.2,"Garage","Up Flow",8,378.3,"Gas","Tank","Standard","N",88,"Gas",14,24,1982,3,1324,1000,"Single Family",30.3929710150005,-97.7002288169997,"test","0"
"262","223739","Duct_Board",6,"Adequate",18.7,"Closet","Up Flow",9,505.3,"Gas","Tank","Standard","N",50,"Gas",15,23,1966,3,1512,800,"Single Family",30.3168241390005,-97.6802691469996,"train","0"
"264","118366","Duct_Board",6,"Adequate",10,"Attic","Horizontal",13,393,"Gas","Tank","Water_Saving","Y",60,"Elec",19,19,1940,3,1570,1153,"Single Family",30.3015263050004,-97.7565581509997,"test","0"
"265","199783","Sheet_Metal",2,"Adequate",40,"Closet","",15,336,"Elec","Tank","Standard","N",0,"Gas",6,32,1935,3,1008,1008,"Single Family",30.2816803380005,-97.7439418199997,"train","1"
"266","339951","Mylar_Flex",5,"Adequate",10,"Closet","Up Flow",13,600,"Elec","Tank","Water_Saving","Y",0,"Gas",28,0,1983,3,1200,1200,"Single Family",30.1859539890004,-97.8316852489997,"test","0"
"268","224932","Duct_Board",6,"Adequate",15,"Attic","Horizontal",18,394,"Gas","Tankless","Standard","N",75,"Gas",25,0,1947,2,778,778,"Single Family",30.3206876830005,-97.7192456969997,"train","0"
"269","321353","Duct_Board",6,"Adequate",19.5,"Garage","Up Flow",21,502,"Gas","Tank","Water_Saving","Y",84,"Gas",13,25,1980,3,1507,1507,"Single Family",30.2085276510005,-97.8373680459997,"train","0"
"271","213404","Sheet_Metal",5,"Adequate",12.4,"Attic","Horizontal",22,516,"Gas","Tank","Water_Saving","N",234,"Gas",17,21,1947,2,1032,1000,"Single Family",30.2992439480005,-97.7103341989997,"test","0"
"273","128290","Sheet_Metal",6,"Adequate",14,"Closet","Up Flow",22,561,"Elec","Tank","Water_Saving","N",0,"Gas",25,0,1962,3,3367,1797,"Single Family",30.3422060360004,-97.7508682469997,"train","0"
"275","114553","Duct_Board",2,"Inadequate",27,"Attic","Horizontal",10,418,"Gas","Tank","Standard","N",147,"Gas",7,31,1948,2,1044,1044,"Single Family",30.2938383030005,-97.7614118609997,"test","1"
"278","104688","Grey_Flex",4,"Adequate",15.5,"Attic","Horizontal",10,375,"Elec","Tank","Standard","N",80,"Gas",22,0,1983,3,1689,597,"Condo",30.2606120610005,-97.7990796389997,"train","0"
"280","307730","Sheet_Metal",4,"Adequate",19.1,"Closet","Up Flow",6,448,"Elec","Tank","Standard","N",0,"Elec",11.6,26.4,1971,2,896,896,"Duplex",30.2353734780004,-97.7771266079997,"test","0"
"281","288130","Sheet_Metal",6,"Inadequate",23,"","",2,480,"Gas","Tank","Standard","Y",126,"Gas",19,19,1970,4,1200,1200,"Single Family",30.2318332780005,-97.7026390899996,"test","0"
"284","373549","Sheet_Metal",6,"Inadequate",0.3,"Garage","Up Flow",20,482,"Elec","Tank","Standard","Y",141.6125,"Elec",28,10,1974,3,2171,2171,"Single Family",30.1809747310004,-97.8510823249997,"test","0"
"285","320982","Sheet_Metal",4,"Adequate",7.2,"Closet","Up Flow",12,616,"Gas","Tank","Water_Saving","Y",24,"Gas",32,6,1972,3,1232,0,"Single Family",30.2105304060005,-97.8036289049997,"train","0"
"288","211656","Mylar_Flex",6,"Adequate",34,"Closet","Up Flow",9,574,"Gas","Tank","Water_Saving","N",71,"Gas",20,18,1954,3,2010,2010,"Single Family",30.2983355060005,-97.7291722339997,"test","1"
"289","323465","Mylar_Flex",6,"Inadequate",17,"Closet","Up Flow",18,348,"Elec","Tank","Water_Saving","Y",30,"Elec",15,23,1979,2,872,872,"Single Family",30.2081379800005,-97.7966551519997,"train","0"
"290","360558","Mylar_Flex",5,"Adequate",19.4,"Attic","Horizontal",19,514.3,"Gas","Tank","Standard","Y",135,"Gas",34,4,1995,4,3192,1500,"Single Family",30.4019879240005,-97.7683157849997,"train","0"
"291","503966","Duct_Board",6,"Adequate",11.5,"Attic","Horizontal",18,495,"Elec","Tank","Water_Saving","Y",150,"Elec",22,0,1997,3,1982,950,"Single Family",30.4138758430005,-97.7265535039997,"test","0"
"293","142778","Duct_Board",4,"Inadequate",45,"Attic","Horizontal",19,474,"Elec","Tankless","Water_Saving","Y",162,"Elec",25,8,1972,4,2372,1373,"Single Family",30.3683187130005,-97.7685112119997,"train","1"
"294","344165","Mylar_Flex",6,"Adequate",20.1,"Closet","Up Flow",5,626,"Gas","Tank","Water_Saving","Y",0,"Gas",30,8,1952,3,1878,1200,"Single Family",30.1760440350005,-97.8104795809997,"train","0"
"296","141374","Duct_Board",4,"Inadequate",28,"Attic","Up Flow",12,510,"Gas","Tank","Water_Saving","Y",151,"Gas",16,23,1980,2,1530,1050,"Town Homes",30.3654157260004,-97.7521983389997,"train","1"
"297","484643","Sheet_Metal",4,"Adequate",14,"Closet","Up Flow",18,395,"Gas","Tank","Water_Saving","Y",0,"Gas",10,28,1972,3,1578,1120,"Single Family",30.2171347550005,-97.8101503149997,"test","0"
"298","215147","Grey_Flex",6,"Adequate",7,"Closet","Up Flow",18,618,"Elec","Tankless","Water_Saving","Y",86,"Gas",38,0,1948,3,2165,2165,"Single Family",30.3021729930005,-97.7103792069997,"train","0"
"299","283088","Grey_Flex",6,"Adequate",13,"Attic","Horizontal",13,456,"Elec","Tankless","Standard","N",66,"Elec",30,8,1945,2,912,912,"Single Family",30.2485535880004,-97.7387777939997,"test","0"
"300","209143","Duct_Board",6,"Adequate",20,"Attic","Horizontal",24,392,"Gas","Tank","Standard","N",139,"Gas",13,25,1939,2,792,792,"Single Family",30.2929334140005,-97.7194458609997,"train","0"
"303","233596","Mylar_Flex",6,"Adequate",9,"Closet","Up Flow",20,413,"Elec","Tank","Water_Saving","Y",96,"Gas",20,18,1948,2,832,0,"Single Family",30.3365256080004,-97.7358025579996,"train","0"
"308","343503","Mylar_Flex",6,"Adequate",18,"Closet","Up Flow",13,366,"Gas","Tank","Standard","Y",129,"Gas",18,18,1982,4,1099,825,"Single Family",30.1797299170005,-97.8009213959997,"train","0"
"309","161072","Mylar_Flex",6,"Adequate",4.58,"Attic","Horizontal",21,520,"Elec","Tank","Standard","Y",0,"Elec",0,0,1992,4,3118,1559,"Single Family",30.4175865980005,-97.7874060979997,"train","0"
"312","R078255","Sheet_Metal",6,"Adequate",5,"Closet","Up Flow",20,674,"Elec","Tank","Water_Saving","Y",0,"Gas",28,0,1977,3,1348,1348,"Single Family",30.4515779680004,-97.7999193849997,"train","0"
"313","553026","Mylar_Flex",8,"Adequate",10,"Attic","Horizontal",10,472,"Gas","Tank","Standard","Y",233,"Gas",38,0,2000,3,1654,1654,"Single Family",30.2429169830004,-97.7755158099997,"train","0"
"314","218714","Sheet_Metal",4,"Adequate",70,"Closet","Up Flow",12,785,"Gas","Tank","Water_Saving","N",179,"Gas",19,19,1955,3,1570,1570,"Single Family",30.3111164690005,-97.6995690999997,"train","1"
"315","262634","Sheet_Metal",5,"Adequate",24,"Closet","Up Flow",2,490,"Elec","Tank","Standard","N",0,"Elec",12,26,1975,2,978,630,"Duplex",30.4081598820005,-97.6856522889997,"train","0"
"317","496768","Sheet_Metal",6,"Adequate",10,"Closet","Up Flow",12,623,"Gas","Tank","Water_Saving","Y",175,"Gas",38,0,1970,3,1870,1870,"Single Family",30.3811956140005,-97.7500367919997,"train","0"
"322","120238","Mylar_Flex",8,"Adequate",8,"Attic","Horizontal",20,444,"Elec","Tankless","Water_Saving","N",0,"Gas",28,10,1949,3,1949,888,"Single Family",30.2888806440005,-97.7640979139996,"test","0"
"323","112492","Duct_Board",4,"Inadequate",28.8,"Attic","Horizontal",10,275,"Gas","Tank","Standard","N",66,"Elec",9,29,1900,6,3539,2570,"Single Family",30.2842931460004,-97.7506325499997,"test","1"
"324","315677","Sheet_Metal",8,"Adequate",11.3,"Closet","Up Flow",20,640,"Gas","Tank","Water_Saving","Y",0,"Gas",28,10,1962,3,1280,1140,"Single Family",30.2201703970005,-97.7909427449997,"train","0"
"325","141596","Mylar_Flex",8,"Adequate",16,"Closet","Up Flow",14,504.3,"Gas","Tank","Water_Saving","Y",84,"Gas",28,0,1968,3,2017,2017,"Single Family",30.3666854130005,-97.7657479849997,"test","0"
"326","167506","Grey_Flex",6,"Adequate",17,"Closet","Up Flow",21,448,"Gas","Tank","Water_Saving","Y",40,"Gas",30,8,1981,3,1561,1300,"Single Family",30.4271376760005,-97.7729788049997,"test","0"
"327","263525","Duct_Board",6,"Adequate",24,"Garage","Up Flow",15,460,"Gas","Tank","Water_Saving","N",0,"Gas",20,18,1976,3,1392,1392,"Single Family",30.4127210440005,-97.7341882079997,"test","0"
"328","164279","Duct_Board",6,"Adequate",15,"Attic","Horizontal",8,545,"Elec","Tank","Water_Saving","N",0,"Elec",28,0,1983,5,2723,1223,"Single Family",30.4233203250005,-97.7706218299997,"train","0"
"331","438591","Grey_Flex",8,"Inadequate",21,"Attic","Horizontal",5,533,"Gas","Tank","Water_Saving","N",53,"Gas",21,17,1984,3,1866,1786,"Single Family",30.3310962750004,-97.8012932999997,"train","0"
"332","316743","Mylar_Flex",6,"Adequate",15.9,"Closet","Up Flow",10,536,"Gas","Tank","Water_Saving","Y",0,"Gas",28,10,1970,3,1339,1339,"Single Family",30.2133635960005,-97.7800438079997,"test","0"
"333","195062","Mylar_Flex",6,"Adequate",17.8,"Attic","Horizontal",22,304,"Gas","Tank","Water_Saving","Y",0,"Gas",19,19,1928,3,912,912,"Single Family",30.2674638710005,-97.7195500899997,"test","0"
"334","505013","Mylar_Flex",4,"Adequate",41.3,"Garage","Up Flow",8,560,"Elec","Tank","Water_Saving","Y",0,"Elec",26,12,1979,3,1679,463,"Single Family",30.4147369080005,-97.7160702949997,"train","1"
"336","328494","Mylar_Flex",6,"Inadequate",19,"Garage","Up Flow",7,441,"Elec","Tank","Water_Saving","Y",108,"Elec",11,27,1985,6,2872,1610,"Duplex",30.2013424290005,-97.7969307919997,"train","0"
"337","121748","Duct_Board",3,"Adequate",16.6,"Closet","Up Flow",19,434,"Elec","Tank","Standard","Y",260,"Gas",13,25,1973,3,3595,0,"Single Family",30.3161892960005,-97.7744711609997,"train","0"
"339","120282","Mylar_Flex",8,"Inadequate",9.7,"Attic","Horizontal",8,400,"Gas","Tank","Water_Saving","Y",0,"Elec",19,19,1947,3,1596,1596,"Single Family",30.3068064030005,-97.7563200839997,"train","0"
"340","148758","Mylar_Flex",6,"Adequate",13,"Attic","Horizontal",20,483,"Elec","Tank","Water_Saving","N",102,"Elec",22,16,1994,3,1691,536,"Town Homes",30.3786645310005,-97.7891613929997,"train","0"
"342","510443","Duct_Board",6,"Adequate",14,"Closet","Up Flow",15,430,"Elec","Tank","Water_Saving","N",0,"Gas",38,0,1967,3,1719,1469,"Single Family",30.2227559630005,-97.7968079409997,"test","0"
"343","320386","Sheet_Metal",6,"Adequate",19,"Closet","Up Flow",7,526,"Gas","Tank","Water_Saving","Y",0,"Gas",30,8,1977,3,1578,1578,"Single Family",30.2134240000005,-97.8371145819997,"train","0"
"345","239335","Mylar_Flex",6,"Adequate",56,"Closet","Up Flow",21,418,"Gas","Tank","Water_Saving","N",0,"Elec",11,27,1954,2,837,837,"Single Family",30.3474352040005,-97.7279132059997,"train","1"
"346","255114","Sheet_Metal",2,"Inadequate",8.7,"Closet","Up Flow",19,417,"Elec","Tank","Water_Saving","N",0,"Elec",44,0,1972,3,1044,0,"Single Family",30.3791548760005,-97.7083254399997,"train","0"
